"age","-","state","-","kind","-",deaths,population,-
"15-24 years","15-24","North Carolina","37","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",34,1387060,2.5
"15-24 years","15-24","North Carolina","37","Poisoning","GRINJ-015",185,1387060,13.3
"15-24 years","15-24","North Carolina","37","Suffocation","GRINJ-017",76,1387060,5.5
"15-24 years","15-24","North Dakota","38","Motor Vehicle Traffic","GRINJ-008",12,109397,Unreliable
"15-24 years","15-24","Ohio","39","Drowning","GRINJ-002",22,1507223,1.5
"15-24 years","15-24","Ohio","39","Fall","GRINJ-003",14,1507223,Unreliable
"15-24 years","15-24","Ohio","39","Firearm","GRINJ-006",297,1507223,19.7
"15-24 years","15-24","Ohio","39","Motor Vehicle Traffic","GRINJ-008",174,1507223,11.5
"15-24 years","15-24","Ohio","39","Non-Injury: All other diseases (Residual)","GR113-111",78,1507223,5.2
"15-24 years","15-24","Ohio","39","Non-Injury: Diabetes mellitus","GR113-046",10,1507223,Unreliable
"15-24 years","15-24","Ohio","39","Non-Injury: Diseases of Heart","GR113 055-068",33,1507223,2.2
"15-24 years","15-24","Ohio","39","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",51,1507223,3.4
"15-24 years","15-24","Ohio","39","Poisoning","GRINJ-015",275,1507223,18.2
"15-24 years","15-24","Ohio","39","Suffocation","GRINJ-017",71,1507223,4.7
"15-24 years","15-24","Oklahoma","40","Drowning","GRINJ-002",12,539562,Unreliable
"15-24 years","15-24","Oklahoma","40","Firearm","GRINJ-006",119,539562,22.1
"15-24 years","15-24","Oklahoma","40","Motor Vehicle Traffic","GRINJ-008",89,539562,16.5
"15-24 years","15-24","Oklahoma","40","Non-Injury: All other diseases (Residual)","GR113-111",21,539562,3.9
"15-24 years","15-24","Oklahoma","40","Non-Injury: Diabetes mellitus","GR113-046",10,539562,Unreliable
"15-24 years","15-24","Oklahoma","40","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",11,539562,Unreliable
"15-24 years","15-24","Oklahoma","40","Poisoning","GRINJ-015",52,539562,9.6
"15-24 years","15-24","Oklahoma","40","Suffocation","GRINJ-017",37,539562,6.9
"15-24 years","15-24","Oregon","41","Firearm","GRINJ-006",67,510237,13.1
"15-24 years","15-24","Oregon","41","Motor Vehicle Traffic","GRINJ-008",84,510237,16.5
"15-24 years","15-24","Oregon","41","Non-Injury: All other diseases (Residual)","GR113-111",12,510237,Unreliable
"15-24 years","15-24","Oregon","41","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",12,510237,Unreliable
"15-24 years","15-24","Oregon","41","Poisoning","GRINJ-015",45,510237,8.8
"15-24 years","15-24","Oregon","41","Suffocation","GRINJ-017",32,510237,6.3
"15-24 years","15-24","Pennsylvania","42","Cut/Pierce","GRINJ-001",14,1603208,Unreliable
"15-24 years","15-24","Pennsylvania","42","Drowning","GRINJ-002",13,1603208,Unreliable
"15-24 years","15-24","Pennsylvania","42","Fall","GRINJ-003",19,1603208,Unreliable
"15-24 years","15-24","Pennsylvania","42","Firearm","GRINJ-006",263,1603208,16.4
"15-24 years","15-24","Pennsylvania","42","Motor Vehicle Traffic","GRINJ-008",166,1603208,10.4
"15-24 years","15-24","Pennsylvania","42","Non-Injury: All other diseases (Residual)","GR113-111",64,1603208,4.0
"15-24 years","15-24","Pennsylvania","42","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",15,1603208,Unreliable
"15-24 years","15-24","Pennsylvania","42","Non-Injury: Diseases of Heart","GR113 055-068",33,1603208,2.1
"15-24 years","15-24","Pennsylvania","42","Non-Injury: Influenza & Pneumonia","GR113 077-078",10,1603208,Unreliable
"15-24 years","15-24","Pennsylvania","42","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",51,1603208,3.2
"15-24 years","15-24","Pennsylvania","42","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",15,1603208,Unreliable
"15-24 years","15-24","Pennsylvania","42","Poisoning","GRINJ-015",262,1603208,16.3
"15-24 years","15-24","Pennsylvania","42","Suffocation","GRINJ-017",78,1603208,4.9
"15-24 years","15-24","Rhode Island","44","Poisoning","GRINJ-015",18,146657,Unreliable
"15-24 years","15-24","South Carolina","45","Drowning","GRINJ-002",15,655402,Unreliable
"15-24 years","15-24","South Carolina","45","Firearm","GRINJ-006",218,655402,33.3
"15-24 years","15-24","South Carolina","45","Motor Vehicle Traffic","GRINJ-008",129,655402,19.7
"15-24 years","15-24","South Carolina","45","Non-Injury: All other diseases (Residual)","GR113-111",40,655402,6.1
"15-24 years","15-24","South Carolina","45","Non-Injury: Diseases of Heart","GR113 055-068",25,655402,3.8
"15-24 years","15-24","South Carolina","45","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",13,655402,Unreliable
"15-24 years","15-24","South Carolina","45","Poisoning","GRINJ-015",84,655402,12.8
"15-24 years","15-24","South Carolina","45","Suffocation","GRINJ-017",37,655402,5.6
"15-24 years","15-24","South Dakota","46","Firearm","GRINJ-006",25,116664,21.4
"15-24 years","15-24","South Dakota","46","Motor Vehicle Traffic","GRINJ-008",26,116664,22.3
"15-24 years","15-24","South Dakota","46","Poisoning","GRINJ-015",15,116664,Unreliable
"15-24 years","15-24","South Dakota","46","Suffocation","GRINJ-017",19,116664,Unreliable
"15-24 years","15-24","Tennessee","47","Drowning","GRINJ-002",14,869205,Unreliable
"15-24 years","15-24","Tennessee","47","Firearm","GRINJ-006",225,869205,25.9
"15-24 years","15-24","Tennessee","47","Motor Vehicle Traffic","GRINJ-008",172,869205,19.8
"15-24 years","15-24","Tennessee","47","Non-Injury: All other diseases (Residual)","GR113-111",46,869205,5.3
"15-24 years","15-24","Tennessee","47","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",14,869205,Unreliable
"15-24 years","15-24","Tennessee","47","Non-Injury: Diabetes mellitus","GR113-046",12,869205,Unreliable
"15-24 years","15-24","Tennessee","47","Non-Injury: Diseases of Heart","GR113 055-068",31,869205,3.6
"15-24 years","15-24","Tennessee","47","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",26,869205,3.0
"15-24 years","15-24","Tennessee","47","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",22,869205,2.5
"15-24 years","15-24","Tennessee","47","Poisoning","GRINJ-015",155,869205,17.8
"15-24 years","15-24","Tennessee","47","Suffocation","GRINJ-017",44,869205,5.1
"15-24 years","15-24","Texas","48","Cut/Pierce","GRINJ-001",26,4055517,0.6
"15-24 years","15-24","Texas","48","Drowning","GRINJ-002",45,4055517,1.1
"15-24 years","15-24","Texas","48","Fall","GRINJ-003",25,4055517,0.6
"15-24 years","15-24","Texas","48","Fire/Flame","GRINJ-004",10,4055517,Unreliable
"15-24 years","15-24","Texas","48","Firearm","GRINJ-006",760,4055517,18.7
"15-24 years","15-24","Texas","48","Motor Vehicle Traffic","GRINJ-008",688,4055517,17.0
"15-24 years","15-24","Texas","48","Non-Injury: All other diseases (Residual)","GR113-111",196,4055517,4.8
"15-24 years","15-24","Texas","48","Non-Injury: Cerebrovascular diseases, including stroke","GR113-070",19,4055517,Unreliable
"15-24 years","15-24","Texas","48","Non-Injury: Complications of medical and surgical care","GR113-135",12,4055517,Unreliable
"15-24 years","15-24","Texas","48","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",40,4055517,1.0
"15-24 years","15-24","Texas","48","Non-Injury: Diabetes mellitus","GR113-046",34,4055517,0.8
"15-24 years","15-24","Texas","48","Non-Injury: Diseases of Heart","GR113 055-068",98,4055517,2.4
"15-24 years","15-24","Texas","48","Non-Injury: Influenza & Pneumonia","GR113 077-078",18,4055517,Unreliable
"15-24 years","15-24","Texas","48","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",164,4055517,4.0
"15-24 years","15-24","Texas","48","Non-Injury: Other diseases of respiratory system","GR113-089",17,4055517,Unreliable
"15-24 years","15-24","Texas","48","Non-Injury: Septicemia","GR113-010",15,4055517,Unreliable
"15-24 years","15-24","Texas","48","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",50,4055517,1.2
"15-24 years","15-24","Texas","48","Other land transport","GRINJ-011",19,4055517,Unreliable
"15-24 years","15-24","Texas","48","Other specified, classifiable Injury","GRINJ-018",21,4055517,0.5
"15-24 years","15-24","Texas","48","Other transport","GRINJ-012",15,4055517,Unreliable
"15-24 years","15-24","Texas","48","Poisoning","GRINJ-015",248,4055517,6.1
"15-24 years","15-24","Texas","48","Suffocation","GRINJ-017",226,4055517,5.6
"15-24 years","15-24","Texas","48","Unspecified Injury","GRINJ-020",22,4055517,0.5
"15-24 years","15-24","Utah","49","Firearm","GRINJ-006",79,518499,15.2
"15-24 years","15-24","Utah","49","Motor Vehicle Traffic","GRINJ-008",42,518499,8.1
"15-24 years","15-24","Utah","49","Non-Injury: All other diseases (Residual)","GR113-111",18,518499,Unreliable
"15-24 years","15-24","Utah","49","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",14,518499,Unreliable
"15-24 years","15-24","Utah","49","Poisoning","GRINJ-015",45,518499,8.7
"15-24 years","15-24","Utah","49","Suffocation","GRINJ-017",51,518499,9.8
"15-24 years","15-24","Virginia","51","Firearm","GRINJ-006",197,1113447,17.7
"15-24 years","15-24","Virginia","51","Motor Vehicle Traffic","GRINJ-008",135,1113447,12.1
"15-24 years","15-24","Virginia","51","Non-Injury: All other diseases (Residual)","GR113-111",39,1113447,3.5
"15-24 years","15-24","Virginia","51","Non-Injury: Diseases of Heart","GR113 055-068",22,1113447,2.0
"15-24 years","15-24","Virginia","51","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",28,1113447,2.5
"15-24 years","15-24","Virginia","51","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",10,1113447,Unreliable
"15-24 years","15-24","Virginia","51","Poisoning","GRINJ-015",117,1113447,10.5
"15-24 years","15-24","Virginia","51","Suffocation","GRINJ-017",63,1113447,5.7
"15-24 years","15-24","Washington","53","Fall","GRINJ-003",15,929322,Unreliable
"15-24 years","15-24","Washington","53","Firearm","GRINJ-006",122,929322,13.1
"15-24 years","15-24","Washington","53","Motor Vehicle Traffic","GRINJ-008",91,929322,9.8
"15-24 years","15-24","Washington","53","Non-Injury: All other diseases (Residual)","GR113-111",26,929322,2.8
"15-24 years","15-24","Washington","53","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",14,929322,Unreliable
"15-24 years","15-24","Washington","53","Non-Injury: Diseases of Heart","GR113 055-068",13,929322,Unreliable
"15-24 years","15-24","Washington","53","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",23,929322,2.5
"15-24 years","15-24","Washington","53","Poisoning","GRINJ-015",123,929322,13.2
"15-24 years","15-24","Washington","53","Suffocation","GRINJ-017",56,929322,6.0
"15-24 years","15-24","West Virginia","54","Firearm","GRINJ-006",44,216856,20.3
"15-24 years","15-24","West Virginia","54","Motor Vehicle Traffic","GRINJ-008",39,216856,18.0
"15-24 years","15-24","West Virginia","54","Non-Injury: All other diseases (Residual)","GR113-111",13,216856,Unreliable
"15-24 years","15-24","West Virginia","54","Poisoning","GRINJ-015",52,216856,24.0
"15-24 years","15-24","Wisconsin","55","Firearm","GRINJ-006",95,768140,12.4
"15-24 years","15-24","Wisconsin","55","Motor Vehicle Traffic","GRINJ-008",92,768140,12.0
"15-24 years","15-24","Wisconsin","55","Non-Injury: All other diseases (Residual)","GR113-111",15,768140,Unreliable
"15-24 years","15-24","Wisconsin","55","Non-Injury: Diseases of Heart","GR113 055-068",10,768140,Unreliable
"15-24 years","15-24","Wisconsin","55","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",22,768140,2.9
"15-24 years","15-24","Wisconsin","55","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",10,768140,Unreliable
"15-24 years","15-24","Wisconsin","55","Poisoning","GRINJ-015",87,768140,11.3
"15-24 years","15-24","Wisconsin","55","Suffocation","GRINJ-017",44,768140,5.7
"15-24 years","15-24","Wyoming","56","Firearm","GRINJ-006",22,74590,29.5
"15-24 years","15-24","Wyoming","56","Motor Vehicle Traffic","GRINJ-008",25,74590,33.5
"25-34 years","25-34","Nebraska","31","Firearm","GRINJ-006",30,255338,11.7
"25-34 years","25-34","Nebraska","31","Motor Vehicle Traffic","GRINJ-008",48,255338,18.8
"25-34 years","25-34","Nebraska","31","Non-Injury: All other diseases (Residual)","GR113-111",20,255338,7.8
"25-34 years","25-34","Nebraska","31","Non-Injury: Chronic liver disease and cirrhosis","GR113 093",13,255338,Unreliable
"25-34 years","25-34","Nebraska","31","Non-Injury: Diseases of Heart","GR113 055-068",19,255338,Unreliable
"25-34 years","25-34","Nebraska","31","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",22,255338,8.6
"25-34 years","25-34","Nebraska","31","Poisoning","GRINJ-015",32,255338,12.5
"25-34 years","25-34","Nebraska","31","Suffocation","GRINJ-017",19,255338,Unreliable
"25-34 years","25-34","Nevada","32","Firearm","GRINJ-006",98,453116,21.6
"25-34 years","25-34","Nevada","32","Motor Vehicle Traffic","GRINJ-008",48,453116,10.6
"25-34 years","25-34","Nevada","32","Non-Injury: All other diseases (Residual)","GR113-111",42,453116,9.3
"25-34 years","25-34","Nevada","32","Non-Injury: Chronic liver disease and cirrhosis","GR113 093",16,453116,Unreliable
"25-34 years","25-34","Nevada","32","Non-Injury: Diabetes mellitus","GR113-046",13,453116,Unreliable
"25-34 years","25-34","Nevada","32","Non-Injury: Diseases of Heart","GR113 055-068",29,453116,6.4
"25-34 years","25-34","Nevada","32","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",29,453116,6.4
"25-34 years","25-34","Nevada","32","Poisoning","GRINJ-015",115,453116,25.4
"25-34 years","25-34","Nevada","32","Suffocation","GRINJ-017",33,453116,7.3
"25-34 years","25-34","New Hampshire","33","Firearm","GRINJ-006",29,172816,16.8
"25-34 years","25-34","New Hampshire","33","Motor Vehicle Traffic","GRINJ-008",11,172816,Unreliable
"25-34 years","25-34","New Hampshire","33","Non-Injury: All other diseases (Residual)","GR113-111",20,172816,11.6
"25-34 years","25-34","New Hampshire","33","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",11,172816,Unreliable
"25-34 years","25-34","New Hampshire","33","Poisoning","GRINJ-015",132,172816,76.4
"25-34 years","25-34","New Hampshire","33","Suffocation","GRINJ-017",20,172816,11.6
"25-34 years","25-34","New Jersey","34","Cut/Pierce","GRINJ-001",10,1152278,Unreliable
"25-34 years","25-34","New Jersey","34","Fall","GRINJ-003",20,1152278,1.7
"25-34 years","25-34","New Jersey","34","Firearm","GRINJ-006",85,1152278,7.4
"25-34 years","25-34","New Jersey","34","Motor Vehicle Traffic","GRINJ-008",108,1152278,9.4
"25-34 years","25-34","New Jersey","34","Non-Injury: All other diseases (Residual)","GR113-111",112,1152278,9.7
"25-34 years","25-34","New Jersey","34","Non-Injury: Cerebrovascular diseases, including stroke","GR113-070",11,1152278,Unreliable
"25-34 years","25-34","New Jersey","34","Non-Injury: Chronic liver disease and cirrhosis","GR113 093",20,1152278,1.7
"25-34 years","25-34","New Jersey","34","Non-Injury: Chronic lower respiratory diseases","GR113 082",11,1152278,Unreliable
"25-34 years","25-34","New Jersey","34","Non-Injury: Diabetes mellitus","GR113-046",14,1152278,Unreliable
"25-34 years","25-34","New Jersey","34","Non-Injury: Diseases of Heart","GR113 055-068",62,1152278,5.4
"25-34 years","25-34","New Jersey","34","Non-Injury: Human immunodeficiency virus (HIV) disease","GR113-016",19,1152278,Unreliable
