state,kind,age,deaths,population
Massachusetts,all deaths,55-64 years,6538,943190
Massachusetts,all deaths,65-74 years,9959,673305
Massachusetts,all deaths,75-84 years,13570,336504
Massachusetts,all deaths,85+ years,22298,159523
Massachusetts,all deaths,< 1 year,254,70791
Massachusetts,all deaths,All Ages,58630,6892503
Massachusetts,all deaths,Not Stated,Suppressed,Not Applicable
Massachusetts,all diseases,1-4 years,31,286571
Massachusetts,all diseases,15-24 years,88,935124
Massachusetts,all diseases,25-34 years,316,994454
Massachusetts,all diseases,35-44 years,724,848373
Massachusetts,all diseases,45-54 years,2138,893633
Massachusetts,all diseases,5-14 years,42,751035
Massachusetts,all diseases,55-64 years,5810,943190
Massachusetts,all diseases,65-74 years,9548,673305
Massachusetts,all diseases,75-84 years,13158,336504
Massachusetts,all diseases,85+ years,21579,159523
Massachusetts,all diseases,< 1 year,251,70791
Massachusetts,all diseases,Not Stated,Suppressed,Not Applicable
Michigan,Alzheimers Disease,1-4 years,Suppressed,457424
Michigan,Alzheimers Disease,15-24 years,Suppressed,1326325
Michigan,Alzheimers Disease,25-34 years,Suppressed,1311614
Michigan,Alzheimers Disease,35-44 years,Suppressed,1166172
Michigan,Alzheimers Disease,45-54 years,Suppressed,1254679
Michigan,Alzheimers Disease,5-14 years,Suppressed,1196689
Michigan,Alzheimers Disease,55-64 years,Suppressed,1399535
Michigan,Alzheimers Disease,65-74 years,Suppressed,1037580
Michigan,Alzheimers Disease,75-84 years,Suppressed,514685
Michigan,Alzheimers Disease,85+ years,Suppressed,213136
Michigan,Alzheimers Disease,< 1 year,Suppressed,109018
Michigan,Alzheimers Disease,All Ages,Suppressed,9986857
Michigan,Alzheimers Disease,Not Stated,Suppressed,Not Applicable
Michigan,Cancer,1-4 years,Suppressed,457424
Michigan,Cancer,15-24 years,Suppressed,1326325
Michigan,Cancer,25-34 years,Suppressed,1311614
Michigan,Cancer,35-44 years,Suppressed,1166172
Michigan,Cancer,45-54 years,Suppressed,1254679
Michigan,Cancer,5-14 years,Suppressed,1196689
Michigan,Cancer,55-64 years,Suppressed,1399535
Michigan,Cancer,65-74 years,Suppressed,1037580
Michigan,Cancer,75-84 years,Suppressed,514685
Michigan,Cancer,85+ years,Suppressed,213136
Michigan,Cancer,< 1 year,Suppressed,109018
Michigan,Cancer,All Ages,Suppressed,9986857
Michigan,Cancer,Not Stated,Suppressed,Not Applicable
Michigan,Car accidents,1-4 years,13,457424
Michigan,Car accidents,15-24 years,140,1326325
Michigan,Car accidents,25-34 years,177,1311614
Michigan,Car accidents,35-44 years,126,1166172
Michigan,Car accidents,45-54 years,131,1254679
Michigan,Car accidents,5-14 years,24,1196689
Michigan,Car accidents,55-64 years,167,1399535
Michigan,Car accidents,65-74 years,91,1037580
Michigan,Car accidents,75-84 years,104,514685
Michigan,Car accidents,85+ years,42,213136
Michigan,Car accidents,< 1 year,Suppressed,109018
Michigan,Car accidents,All Ages,1017,9986857
Michigan,Car accidents,Not Stated,Suppressed,Not Applicable
Michigan,Cerebrovascular Diseases,1-4 years,Suppressed,457424
Michigan,Cerebrovascular Diseases,15-24 years,Suppressed,1326325
Michigan,Cerebrovascular Diseases,25-34 years,Suppressed,1311614
Michigan,Cerebrovascular Diseases,35-44 years,Suppressed,1166172
Michigan,Cerebrovascular Diseases,45-54 years,Suppressed,1254679
Michigan,Cerebrovascular Diseases,5-14 years,Suppressed,1196689
Michigan,Cerebrovascular Diseases,55-64 years,Suppressed,1399535
Michigan,Cerebrovascular Diseases,65-74 years,Suppressed,1037580
Michigan,Cerebrovascular Diseases,75-84 years,Suppressed,514685
Michigan,Cerebrovascular Diseases,85+ years,Suppressed,213136
Michigan,Cerebrovascular Diseases,< 1 year,Suppressed,109018
Michigan,Cerebrovascular Diseases,All Ages,Suppressed,9986857
Michigan,Cerebrovascular Diseases,Not Stated,Suppressed,Not Applicable
Michigan,Diabetes Disease,1-4 years,Suppressed,457424
Michigan,Diabetes Disease,15-24 years,Suppressed,1326325
Michigan,Diabetes Disease,25-34 years,Suppressed,1311614
Michigan,Diabetes Disease,35-44 years,Suppressed,1166172
Michigan,Diabetes Disease,45-54 years,Suppressed,1254679
Michigan,Diabetes Disease,5-14 years,Suppressed,1196689
Michigan,Diabetes Disease,55-64 years,Suppressed,1399535
Michigan,Diabetes Disease,65-74 years,Suppressed,1037580
Michigan,Diabetes Disease,75-84 years,Suppressed,514685
Michigan,Diabetes Disease,85+ years,Suppressed,213136
Michigan,Diabetes Disease,< 1 year,Suppressed,109018
Michigan,Diabetes Disease,All Ages,Suppressed,9986857
Michigan,Diabetes Disease,Not Stated,Suppressed,Not Applicable
Michigan,Drowning Accidents,1-4 years,Suppressed,457424
Michigan,Drowning Accidents,15-24 years,13,1326325
Michigan,Drowning Accidents,25-34 years,12,1311614
Michigan,Drowning Accidents,35-44 years,13,1166172
Michigan,Drowning Accidents,45-54 years,Suppressed,1254679
Michigan,Drowning Accidents,5-14 years,Suppressed,1196689
Michigan,Drowning Accidents,55-64 years,17,1399535
Michigan,Drowning Accidents,65-74 years,12,1037580
Michigan,Drowning Accidents,75-84 years,Suppressed,514685
Michigan,Drowning Accidents,85+ years,Suppressed,213136
Michigan,Drowning Accidents,< 1 year,Suppressed,109018
Michigan,Drowning Accidents,All Ages,104,9986857
Michigan,Drowning Accidents,Not Stated,Suppressed,Not Applicable
Michigan,Heart Diseases,1-4 years,Suppressed,457424
Michigan,Heart Diseases,15-24 years,Suppressed,1326325
Michigan,Heart Diseases,25-34 years,Suppressed,1311614
Michigan,Heart Diseases,35-44 years,Suppressed,1166172
Michigan,Heart Diseases,45-54 years,Suppressed,1254679
Michigan,Heart Diseases,5-14 years,Suppressed,1196689
Michigan,Heart Diseases,55-64 years,Suppressed,1399535
Michigan,Heart Diseases,65-74 years,Suppressed,1037580
Michigan,Heart Diseases,75-84 years,Suppressed,514685
Michigan,Heart Diseases,85+ years,Suppressed,213136
Michigan,Heart Diseases,< 1 year,Suppressed,109018
Michigan,Heart Diseases,All Ages,Suppressed,9986857
Michigan,Heart Diseases,Not Stated,Suppressed,Not Applicable
Michigan,Homicides,1-4 years,10,457424
Michigan,Homicides,15-24 years,133,1326325
Michigan,Homicides,25-34 years,206,1311614
Michigan,Homicides,35-44 years,94,1166172
Michigan,Homicides,45-54 years,67,1254679
Michigan,Homicides,5-14 years,11,1196689
Michigan,Homicides,55-64 years,44,1399535
Michigan,Homicides,65-74 years,27,1037580
Michigan,Homicides,75-84 years,Suppressed,514685
Michigan,Homicides,85+ years,Suppressed,213136
Michigan,Homicides,< 1 year,11,109018
Michigan,Homicides,All Ages,612,9986857
Michigan,Homicides,Not Stated,Suppressed,Not Applicable
Michigan,Influenza Pneumonia,1-4 years,Suppressed,457424
Michigan,Influenza Pneumonia,15-24 years,Suppressed,1326325
Michigan,Influenza Pneumonia,25-34 years,Suppressed,1311614
Michigan,Influenza Pneumonia,35-44 years,Suppressed,1166172
Michigan,Influenza Pneumonia,45-54 years,Suppressed,1254679
Michigan,Influenza Pneumonia,5-14 years,Suppressed,1196689
Michigan,Influenza Pneumonia,55-64 years,Suppressed,1399535
Michigan,Influenza Pneumonia,65-74 years,Suppressed,1037580
Michigan,Influenza Pneumonia,75-84 years,Suppressed,514685
Michigan,Influenza Pneumonia,85+ years,Suppressed,213136
Michigan,Influenza Pneumonia,< 1 year,Suppressed,109018
Michigan,Influenza Pneumonia,All Ages,Suppressed,9986857
Michigan,Influenza Pneumonia,Not Stated,Suppressed,Not Applicable
Michigan,Liver Disease,1-4 years,Suppressed,457424
Michigan,Liver Disease,15-24 years,Suppressed,1326325
Michigan,Liver Disease,25-34 years,Suppressed,1311614
Michigan,Liver Disease,35-44 years,Suppressed,1166172
Michigan,Liver Disease,45-54 years,Suppressed,1254679
Michigan,Liver Disease,5-14 years,Suppressed,1196689
Michigan,Liver Disease,55-64 years,Suppressed,1399535
Michigan,Liver Disease,65-74 years,Suppressed,1037580
Michigan,Liver Disease,75-84 years,Suppressed,514685
Michigan,Liver Disease,85+ years,Suppressed,213136
Michigan,Liver Disease,< 1 year,Suppressed,109018
Michigan,Liver Disease,All Ages,Suppressed,9986857
Michigan,Liver Disease,Not Stated,Suppressed,Not Applicable
Michigan,Poisoning Accidents,1-4 years,Suppressed,457424
Michigan,Poisoning Accidents,15-24 years,107,1326325
Michigan,Poisoning Accidents,25-34 years,495,1311614
Michigan,Poisoning Accidents,35-44 years,502,1166172
Michigan,Poisoning Accidents,45-54 years,426,1254679
Michigan,Poisoning Accidents,5-14 years,Suppressed,1196689
Michigan,Poisoning Accidents,55-64 years,407,1399535
Michigan,Poisoning Accidents,65-74 years,125,1037580
Michigan,Poisoning Accidents,75-84 years,19,514685
Michigan,Poisoning Accidents,85+ years,Suppressed,213136
Michigan,Poisoning Accidents,< 1 year,Suppressed,109018
Michigan,Poisoning Accidents,All Ages,2091,9986857
Michigan,Poisoning Accidents,Not Stated,Suppressed,Not Applicable
Michigan,Respiratory Clrd Disease,1-4 years,Suppressed,457424
Michigan,Respiratory Clrd Disease,15-24 years,Suppressed,1326325
Michigan,Respiratory Clrd Disease,25-34 years,Suppressed,1311614
Michigan,Respiratory Clrd Disease,35-44 years,Suppressed,1166172
Michigan,Respiratory Clrd Disease,45-54 years,Suppressed,1254679
Michigan,Respiratory Clrd Disease,5-14 years,Suppressed,1196689
Michigan,Respiratory Clrd Disease,55-64 years,Suppressed,1399535
Michigan,Respiratory Clrd Disease,65-74 years,Suppressed,1037580
Michigan,Respiratory Clrd Disease,75-84 years,Suppressed,514685
Michigan,Respiratory Clrd Disease,85+ years,Suppressed,213136
Michigan,Respiratory Clrd Disease,< 1 year,Suppressed,109018
Michigan,Respiratory Clrd Disease,All Ages,Suppressed,9986857
Michigan,Respiratory Clrd Disease,Not Stated,Suppressed,Not Applicable
Michigan,Suffocation Accidents,1-4 years,Suppressed,457424
Michigan,Suffocation Accidents,15-24 years,Suppressed,1326325
Michigan,Suffocation Accidents,25-34 years,Suppressed,1311614
Michigan,Suffocation Accidents,35-44 years,Suppressed,1166172
Michigan,Suffocation Accidents,45-54 years,16,1254679
Michigan,Suffocation Accidents,5-14 years,Suppressed,1196689
Michigan,Suffocation Accidents,55-64 years,28,1399535
Michigan,Suffocation Accidents,65-74 years,40,1037580
Michigan,Suffocation Accidents,75-84 years,35,514685
Michigan,Suffocation Accidents,85+ years,48,213136
Michigan,Suffocation Accidents,< 1 year,73,109018
Michigan,Suffocation Accidents,All Ages,260,9986857
Michigan,Suffocation Accidents,Not Stated,Suppressed,Not Applicable
Michigan,Suicides,1-4 years,Suppressed,457424
Michigan,Suicides,15-24 years,176,1326325
Michigan,Suicides,25-34 years,252,1311614
Michigan,Suicides,35-44 years,217,1166172
Michigan,Suicides,45-54 years,263,1254679
Michigan,Suicides,5-14 years,26,1196689
Michigan,Suicides,55-64 years,266,1399535
Michigan,Suicides,65-74 years,135,1037580
Michigan,Suicides,75-84 years,101,514685
Michigan,Suicides,85+ years,36,213136
Michigan,Suicides,< 1 year,Suppressed,109018
Michigan,Suicides,All Ages,1472,9986857
Michigan,Suicides,Not Stated,Suppressed,Not Applicable
Michigan,all accidents,1-4 years,31,457424
Michigan,all accidents,15-24 years,289,1326325
Michigan,all accidents,25-34 years,748,1311614
Michigan,all accidents,35-44 years,704,1166172
Michigan,all accidents,45-54 years,678,1254679
Michigan,all accidents,5-14 years,46,1196689
Michigan,all accidents,55-64 years,815,1399535
Michigan,all accidents,65-74 years,564,1037580
Michigan,all accidents,75-84 years,634,514685
Michigan,all accidents,85+ years,836,213136
Michigan,all accidents,< 1 year,77,109018
Michigan,all accidents,Not Stated,Suppressed,Not Applicable
Michigan,all deaths,1-4 years,116,457424
Michigan,all deaths,15-24 years,829,1326325
Michigan,all deaths,25-34 years,1976,1311614
Michigan,all deaths,35-44 years,2508,1166172
Michigan,all deaths,45-54 years,5129,1254679
Michigan,all deaths,5-14 years,190,1196689
Michigan,all deaths,55-64 years,13025,1399535
Michigan,all deaths,65-74 years,19691,1037580
Michigan,all deaths,75-84 years,23742,514685
Michigan,all deaths,85+ years,31188,213136
Michigan,all deaths,< 1 year,690,109018
Michigan,all deaths,All Ages,99084,9986857
Michigan,all deaths,Not Stated,Suppressed,Not Applicable
Michigan,all diseases,1-4 years,73,457424
Michigan,all diseases,15-24 years,200,1326325
Michigan,all diseases,25-34 years,682,1311614
Michigan,all diseases,35-44 years,1416,1166172
Michigan,all diseases,45-54 years,4045,1254679
Michigan,all diseases,5-14 years,104,1196689
Michigan,all diseases,55-64 years,11831,1399535
Michigan,all diseases,65-74 years,18947,1037580
Michigan,all diseases,75-84 years,22994,514685
Michigan,all diseases,85+ years,30310,213136
Michigan,all diseases,< 1 year,596,109018
Michigan,all diseases,Not Stated,Suppressed,Not Applicable
Minnesota,Alzheimers Disease,1-4 years,Suppressed,283993
Minnesota,Alzheimers Disease,15-24 years,Suppressed,717060
Minnesota,Alzheimers Disease,25-34 years,Suppressed,762616
Minnesota,Alzheimers Disease,35-44 years,Suppressed,725577
Minnesota,Alzheimers Disease,45-54 years,Suppressed,673361
Minnesota,Alzheimers Disease,5-14 years,Suppressed,732593
Minnesota,Alzheimers Disease,55-64 years,Suppressed,756421
Minnesota,Alzheimers Disease,65-74 years,Suppressed,531059
Minnesota,Alzheimers Disease,75-84 years,Suppressed,266713
Minnesota,Alzheimers Disease,85+ years,Suppressed,122610
Minnesota,Alzheimers Disease,< 1 year,Suppressed,67629
Minnesota,Alzheimers Disease,All Ages,Suppressed,5639632
Minnesota,Alzheimers Disease,Not Stated,Suppressed,Not Applicable
Minnesota,Cancer,1-4 years,Suppressed,283993
Minnesota,Cancer,15-24 years,Suppressed,717060
Minnesota,Cancer,25-34 years,Suppressed,762616
Minnesota,Cancer,35-44 years,Suppressed,725577
Minnesota,Cancer,45-54 years,Suppressed,673361
Minnesota,Cancer,5-14 years,Suppressed,732593
Minnesota,Cancer,55-64 years,Suppressed,756421
Minnesota,Cancer,65-74 years,Suppressed,531059
Minnesota,Cancer,75-84 years,Suppressed,266713
Minnesota,Cancer,85+ years,Suppressed,122610
Minnesota,Cancer,< 1 year,Suppressed,67629
Minnesota,Cancer,All Ages,Suppressed,5639632
Minnesota,Cancer,Not Stated,Suppressed,Not Applicable
Minnesota,Car accidents,1-4 years,Suppressed,283993
Minnesota,Car accidents,15-24 years,61,717060
Minnesota,Car accidents,25-34 years,59,762616
Minnesota,Car accidents,35-44 years,61,725577
Minnesota,Car accidents,45-54 years,65,673361
Minnesota,Car accidents,5-14 years,Suppressed,732593
Minnesota,Car accidents,55-64 years,66,756421
Minnesota,Car accidents,65-74 years,44,531059
Minnesota,Car accidents,75-84 years,36,266713
Minnesota,Car accidents,85+ years,20,122610
Minnesota,Car accidents,< 1 year,Suppressed,67629
Minnesota,Car accidents,All Ages,421,5639632
Minnesota,Car accidents,Not Stated,Suppressed,Not Applicable
Minnesota,Cerebrovascular Diseases,1-4 years,Suppressed,283993
Minnesota,Cerebrovascular Diseases,15-24 years,Suppressed,717060
Minnesota,Cerebrovascular Diseases,25-34 years,Suppressed,762616
Minnesota,Cerebrovascular Diseases,35-44 years,Suppressed,725577
Minnesota,Cerebrovascular Diseases,45-54 years,Suppressed,673361
Minnesota,Cerebrovascular Diseases,5-14 years,Suppressed,732593
Minnesota,Cerebrovascular Diseases,55-64 years,Suppressed,756421
Minnesota,Cerebrovascular Diseases,65-74 years,Suppressed,531059
Minnesota,Cerebrovascular Diseases,75-84 years,Suppressed,266713
Minnesota,Cerebrovascular Diseases,85+ years,Suppressed,122610
Minnesota,Cerebrovascular Diseases,< 1 year,Suppressed,67629
Minnesota,Cerebrovascular Diseases,All Ages,Suppressed,5639632
Minnesota,Cerebrovascular Diseases,Not Stated,Suppressed,Not Applicable
Minnesota,Diabetes Disease,1-4 years,Suppressed,283993
Minnesota,Diabetes Disease,15-24 years,Suppressed,717060
Minnesota,Diabetes Disease,25-34 years,Suppressed,762616
Minnesota,Diabetes Disease,35-44 years,Suppressed,725577
Minnesota,Diabetes Disease,45-54 years,Suppressed,673361
Minnesota,Diabetes Disease,5-14 years,Suppressed,732593
Minnesota,Diabetes Disease,55-64 years,Suppressed,756421
Minnesota,Diabetes Disease,65-74 years,Suppressed,531059
Minnesota,Diabetes Disease,75-84 years,Suppressed,266713
Minnesota,Diabetes Disease,85+ years,Suppressed,122610
Minnesota,Diabetes Disease,< 1 year,Suppressed,67629
Minnesota,Diabetes Disease,All Ages,Suppressed,5639632
Minnesota,Diabetes Disease,Not Stated,Suppressed,Not Applicable
Minnesota,Drowning Accidents,1-4 years,Suppressed,283993
Minnesota,Drowning Accidents,15-24 years,Suppressed,717060
Minnesota,Drowning Accidents,25-34 years,11,762616
Minnesota,Drowning Accidents,35-44 years,Suppressed,725577
Minnesota,Drowning Accidents,45-54 years,Suppressed,673361
Minnesota,Drowning Accidents,5-14 years,Suppressed,732593
Minnesota,Drowning Accidents,55-64 years,12,756421
Minnesota,Drowning Accidents,65-74 years,Suppressed,531059
Minnesota,Drowning Accidents,75-84 years,Suppressed,266713
Minnesota,Drowning Accidents,85+ years,Suppressed,122610
Minnesota,Drowning Accidents,< 1 year,Suppressed,67629
Minnesota,Drowning Accidents,All Ages,53,5639632
Minnesota,Drowning Accidents,Not Stated,Suppressed,Not Applicable
Minnesota,Heart Diseases,1-4 years,Suppressed,283993
Minnesota,Heart Diseases,15-24 years,Suppressed,717060
Minnesota,Heart Diseases,25-34 years,Suppressed,762616
Minnesota,Heart Diseases,35-44 years,Suppressed,725577
Minnesota,Heart Diseases,45-54 years,Suppressed,673361
Minnesota,Heart Diseases,5-14 years,Suppressed,732593
Minnesota,Heart Diseases,55-64 years,Suppressed,756421
Minnesota,Heart Diseases,65-74 years,Suppressed,531059
Minnesota,Heart Diseases,75-84 years,Suppressed,266713
Minnesota,Heart Diseases,85+ years,Suppressed,122610
Minnesota,Heart Diseases,< 1 year,Suppressed,67629
Minnesota,Heart Diseases,All Ages,Suppressed,5639632
Minnesota,Heart Diseases,Not Stated,Suppressed,Not Applicable
Minnesota,Homicides,1-4 years,Suppressed,283993
Minnesota,Homicides,15-24 years,35,717060
Minnesota,Homicides,25-34 years,49,762616
Minnesota,Homicides,35-44 years,24,725577
